

*********************************************
* Binary File Comparison Statistics Section *
*********************************************

   Flog.file                                                D:\SWMMandSoftware\SWMM5.013_June2018\EPASWMM5.1.013\Swmm5.1.013UpdateTests\Hydrology\27_Nodes_5_Subs.inp.log
   FoutCompare.file                                         D:\SWMMandSoftware\SWMM5.013_June2018\EPASWMM5.1.013\Swmm5.1.013UpdateTests\v12\27_Nodes_5_Subs.out
   Fout.file                                                D:\SWMMandSoftware\SWMM5.013_June2018\EPASWMM5.1.013\Swmm5.1.013UpdateTests\v13\27_Nodes_5_Subs.out

   Fout.file Version                                        51013
   Fout.file MagicNumber                                    516114522
   Fout.file Flow units                                     1
   Fout.file Report Step                                    300
   Fout.file Nperiods                                       288
   Fout.file Starting file position of ID names             28
   Fout.file Starting file position of input data           535
   Fout.file Starting file position of output data          1663
   Fout.file number of bytes per time period                1600
   Fout.file Number of subcatchment output variables        8
   Fout.file Number of node output variables                6
   Fout.file Number of link output variables                5
   Fout.file Number of subcatchments reported on            10
   Fout.file Number of nodes reported on                    28
   Fout.file Number of links reported on                    27
   Fout.file Number of pollutants reported on               0

   FoutCompare.file Version                                 51011
   FoutCompare.file MagicNumber                             516114522
   FoutCompare.file Flow units                              1
   FoutCompare.file Nperiods                                288
   FoutCompare.file Starting file position of ID names      28
   FoutCompare.file Starting file position of input data    535
   FoutCompare.file Starting file position of output data   1663
   FoutCompare.file number of bytes per time period         1600
   FoutCompare.file Number of subcatchment output variables 8
   FoutCompare.file Number of node output variables         6
   FoutCompare.file Number of link output variables         5
   FoutCompare.file Number of subcatchments reported on     10
   FoutCompare.file Number of nodes reported on             28
   FoutCompare.file Number of links reported on             27
   FoutCompare.file Number of pollutants reported on        0

***********************************************
*Subcatchment Runoff Statistics Comparisons   *
***********************************************
  Subcatchment ID                    Mean Sim   Mean Obs       RMSE        MAE      MSLSE    STD Sim    STD Obs Skewn..Sim Skew...Obs  Kurt..Sim  Kurt..Obs    Index D           Log  NSE Nash-Sutcliffe
  RDP6                                21.5020    21.5020     0.0000     0.0000     0.0000    10.0432    10.0432     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP5                                 0.9728     0.9728     0.0000     0.0000     0.0000     0.4477     0.4477     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP4                                14.3331    14.3331     0.0000     0.0000     0.0000     6.5908     6.5908     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP3C                                1.3781     1.3781     0.0000     0.0000     0.0000     0.6346     0.6346     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP3B                                0.8452     0.8452     0.0000     0.0000     0.0000     0.3887     0.3887     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP3A                                1.6214     1.6214     0.0000     0.0000     0.0000     0.7461     0.7461     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP2A                                2.3280     2.3280     0.0000     0.0000     0.0000     1.0713     1.0713     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP2                                14.9049    14.9049     0.0000     0.0000     0.0000     6.8573     6.8573     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP3                                 3.7125     3.7125     0.0000     0.0000     0.0000     1.7349     1.7349     1.0000     0.0000     0.0000     0.0000     0.0000
  RDP1                                 0.8377     0.8377     0.0000     0.0000     0.0000     0.3855     0.3855     1.0000     0.0000     0.0000     0.0000     0.0000

************************************
*Node Depth Statistics Comparisons *
************************************
  Node ID                            Mean Sim   Mean Obs       RMSE        MAE      MSLSE    STD Sim    STD Obs Skewn..Sim Skew...Obs  Kurt..Sim  Kurt..Obs    Index D           Log  NSE Nash-Sutcliffe
  J04                                 0.1296     0.1294     0.0053     0.0015     0.0000     0.0059     0.0059     0.9972     0.0000     0.0000     0.0000     0.0000
  J05                                 0.2198     0.2197     0.0113     0.0027     0.0000     0.0135     0.0136     0.9976     0.0000     0.0000     0.0000     0.0000
  J06                                 0.2362     0.2358     0.0204     0.0035     0.0000     0.0208     0.0208     0.9967     0.0000     0.0000     0.0000     0.0000
  J07                                 0.2070     0.2064     0.0408     0.0048     0.0000     0.0209     0.0209     0.9867     0.0000     0.0000     0.0000     0.0000
